,sentence_id,words,labels
2767,10982,wasinman,s
5430,13666,Ususiykiqa,s
10678,18919,qhatuspaqa,v
4614,12837,wiksan,s
14672,22913,wirallaña,adv.
14817,23058,wata,s
3373,11592,rimanakuymi,v
1030,9224,Wasi,s
5137,13367,aparqamuy.,v
2915,11131,Allinnin,adj.
5901,14142,ch'awar,s
6750,14991,achka,adj.
13084,21325,q'aytuwan,s
1609,9814,yachachisqayki.,v
10291,18532,wawakunaqa,s
5757,13998,k'ispiñuqa,s
6087,14328,rinrinchiktapas,s
3960,12183,alaymuska,s
1341,9541,alwirhas,s
920,9114,"pachachina,",v
8955,17196,ñankunata,s
8511,16752,k'amisqa,adj.
7595,15836,wayk'ukuspaqa,v
14890,23131,huk,adj.
14281,22522,runaqa,s
7176,15417,Watamanta,adv.
9418,17659,"kuchunapaq,",v
10893,19134,wisllachakunatapas.,s
7849,16090,yaykunmanñachu.,v
3733,11954,Llaqtaykita,s
6650,14891,qasan;,v
5165,13397,purichipuwanchik;,v
7416,15657,hawch'atapas,s
10665,18906,puqukunata,s
10577,18818,q'ipichanku.,v
6598,14839,Waka,s
11292,19533,asikuptinchikqa,v
7727,15968,Paya,adj.
1573,9778,kankanapaq,v
13195,21436,papata,s
683,8877,qarantu.,v
15514,23755,qullqita,s
10441,18682,Warmikunaqa,s
13457,21698,tusunaypaq,adj.
1107,9301,Mulapa,s
7478,15719,sara,s
14310,22551,uqa,s
2293,10502,Rimasqay,v
2276,10485,Yachay,s
15003,23244,parallawanqa,s
5625,13866,phiñachinku.,v
14760,23001,akllana:,v
14391,22632,llaqtakama,adv.
3978,12201,Tuqayniymi,s
3085,11301,panqapi,s
4084,12307,Ulluku,s
1036,9230,hanayta.,adv.
14063,22304,kan,v
2,21412,paypuni,pron.
8733,16974,uywakunapas,s
14545,22786,runakunaqa,s
13517,21758,q'awatari,s
1872,10077,qatapi,s
8275,16516,Kusikuy,s
5227,13459,paqmi,s
1459,9664,kichay;,v
3045,11261,machan.,v
9258,17499,huk,det.
5312,13544,sumaq,adj.
11827,20068,yupinta,s
11570,19811,p'unchaw,s
3196,11412,Titikakaqa.,s
11236,19477,yamt'atataq,s
4831,13055,kimsa,num
8828,17069,hurnuta,s
12144,20385,ñawpaqta,adv.
2567,10782,Kallpaylla,adj.
6064,14305,huk,det.
5716,13957,ayqinaykim.,v
5420,13656,api,adj.
13287,21528,phatatapas,adj.
10597,18838,machaq,adj.
7474,15715,runakunaqa,s
3782,12004,kaspimantam.,s
8913,17154,kunan,s
7717,15958,Llamaqa,s
3009,11225,mana,adv.
8802,17043,Pacha,s
6583,14824,Kay,det.
4066,12289,Ukuchatam,s
8859,17100,asnachispapas,v
1876,10081,uywa,s
14980,23221,unquyniyuq,adj.
6651,14892,chayraykutaq,conj.
681,8875,chayru,s
395,8587,asnu,s
11989,20230,Marujacha,s
13326,21567,manam,adv.
14862,23103,kichan.,v
15242,23483,mikhuq,s
6740,14981,kaq;,v
11362,19603,urayman,s
9031,17272,Runapas,s
1701,9906,uywakunaqa,s
2102,10309,Pampa,s
2064,10271,mikuniku.,v
14821,23062,unquywan,s
4043,12266,yachaqkunaqa,s
4736,12960,wischurqusqani.,v
8705,16946,warmikunallam,s
6854,15095,Chukullitaqa,s
13893,22134,Chunka,adj.
2793,11009,yakuta,s
10550,18791,wasikunataqa,s
14103,22344,chayachin.,v
9630,17871,kurkuta,s
3488,11708,Sallqa,s
13164,21405,q'aytuta,s
6229,14470,rumichakunayuq,s
8726,16967,uywakunapas,s
7209,15450,pachapiqa,s
15046,23287,saratataq,s
12176,20417,Huk,det.
11387,19628,"wasichasaqku,",v
10907,19148,pukllay,v
9760,18001,ancha,adv.
2525,10740,pasita,s
13486,21727,Hawastaqa,s
14027,22268,unqusunman.,adj.
8267,16508,thiqtinku.,v
6680,10167,Payqa,pron.
5881,14122,Anti,s
4445,12668,Waqatiqa,adj.
9973,18214,anchata,adv.
7788,16029,"pichqa,",s
10312,18553,anqaswan,s
5835,14076,papa,s
14681,22922,k'irinchikqa,s
3856,12078,Wasiypa,s
15382,23623,Qhilli,adj.
5271,13503,llaqtapiqa,s
1413,9617,kasukunam.,v
15494,23735,qhutu,adj.
11573,19814,muk'uspa,v
7757,15998,rimaykukuq,adj.
7756,15997,Mana,adv.
3946,12169,wañusqa,adj.
15266,23507,allinmi,adj.
13705,21946,p'unchawkunapiqa,s
2822,11038,yanusqa,s
6209,14450,Kay,det.
9847,18088,misk'ita,adv.
4757,12981,asnuyqa,s
5148,13378,"Panacháy,",s
13216,21457,Chaytaqa,adv.
2772,10987,puspun.,v
5372,13608,tusunku.,v
14796,23037,manataq,adv.
11577,19818,puna,s
6677,14918,Hak'aqlluqa,s
12096,20337,Ñaqhallam,adv.
10566,18807,aychataqa,s
10425,18666,challwakunata,s
14522,22763,k'aspinkunatapas,s
11974,20215,Tomásman,s
2995,11211,kasqanchikmanta,s
4994,13220,achikyayninta,s
4096,12319,kan.,v
4590,12813,warmakuna,s
13998,22239,runataqa,s
11883,20124,kanman?,v
435,8627,rikchaq,s
998,9192,Hamkata,s
8446,16687,saqarara,s
12317,20558,yuyaysapa.,adj.
11633,19874,ichhuta,s
11725,19966,sutiyuq.,s
9823,18064,yawarninchik,s
11129,19370,achka,det.
14317,22558,chay,adj.
10048,18289,nispa,v
708,8902,misa,s
6691,14932,chikchinqach,v
5944,14185,Sara,s
3630,11850,chaki,adj.
12596,20837,Suwaqa,s
7328,15569,urayta,s
10364,18605,huk,det.
13657,21898,pinchanta,s
1746,9951,wasi,s
2783,10999,Chakajpampa,s
10897,19138,p'achasqa,v
8884,17125,patapi,s
9986,18227,llamk'aq,adj.
5563,13803,asnu,s
9147,17388,p'unchawpi,s
4046,12269,Uchpaqa,s
1046,9240,kancharimun.,v
14008,22249,rikch'achiq,adj.
2890,11106,"sachantapas,",s
7987,16228,hawastapas,s
26,26899,kayhinata,pron.
11562,19803,much'aykuspa,v
11350,19591,kan.,v
1615,9820,puquchisun.,v
14259,22500,allpapi,s
4820,13044,Yantaqa,s
15386,23627,hayk'appas,adj.
13624,21865,simiyuq,s
5782,14023,Apuman,s
2052,10259,hampichimusaq.,v
9037,17278,Hatun,adj.
8288,16529,kan.,v
15217,23458,llamantintaqsi,s
6988,15229,kimsa,det.
272,8462,kachusuptiykiqa,v
2431,10643,Paña,adj.
1497,9702,chinkaykun.,v
8800,17041,Apu,s
1370,9573,allintam,adj.
14739,22980,qañiwa,s
5863,14104,sara,s
4336,12559,achkam,adj.
12795,21036,Chay,adj.
13574,21815,Pichitankañataqsi,s
829,9023,chakiykim,s
6733,14974,chinachatam,s
13634,21875,muhunta,s
3061,11277,Llaqta,s
8326,16567,wayitataqa,s
13048,21289,yurakuna,s
11052,19293,rina.,v
6719,14960,mana,adv.
14479,22720,Papa,s
13003,21244,unquchin.,v
5742,13983,llaqtata,s
2960,11176,purisqanta,s
4968,13194,ñawraq,adj.
8226,16467,tiyaykusqa.,v
4689,12912,nanaypas,s
12262,20503,puñuspapas,v
12876,21117,mikhusaqku.,v
6410,14651,challwaqmi,v
6721,14962,rumiwan,s
1362,9565,kasqa.,v
8792,17033,Apu,s
13088,21329,qasapas,s
3807,12029,mana,adv.
12622,20863,papakunata,s
7102,15343,Hamp'atutaqa,s
12059,20300,Ruphaypi,s
1294,9491,Tumaspa,s
3936,12159,yantata,s
7399,15640,ruphaymanta,s
5884,14125,lluqsimuyta,v
9716,17957,¡Uchu,s
15221,23462,kasqaku.,v
11169,19410,allin,adj.
323,8513,pasaypaqta,v
10931,19172,"ninku,",v
5480,13716,unquykunatas,s
12885,21126,Maran,s
9259,17500,istallapi,s
4854,13078,wasiman,s
2760,10975,allpaqa,s
13506,21747,phuyuman,s
6777,15018,hawas,s
10159,18400,Mama,s
10731,18972,qatichkan.,v
11792,20033,mut'i,s
2237,10446,rumita,s
8308,16549,k'anchamuwanchiktaq,v
393,8585,Wak,det.
4841,13065,yaku,s
5180,13412,Yana,adj.
8443,16684,t'akaykuna.,s
3632,11852,sikinpi.,adv.
3193,11409,Hatun,adj.
11717,19958,ch'uñuqa,s
7668,15909,rutuchkasqa…,v
8005,16246,"para,",s
3444,11664,rurun,s
7640,15881,¿Imamantataq,pron.interrog.
1000,9194,Hamkata,s
3266,11484,qullqi.,s
305,8495,Willkaqa,s
2243,10452,Chaki,s
1501,9706,Kinwata,s
3274,11492,uywakunapas,s
10436,18677,"qilla,",adj.
13469,21710,Pisqukunaqa,s
11488,19729,chakrayuqpas,s
6504,14745,yupaychakuspa,v
14578,22819,Chayqa,adv.
857,9051,Uywakunaqa,s
1860,10065,Kay,adj.
9014,17255,uywakunapas,s
10945,19186,chaypim,adv.
13792,22033,pachapiqa,s
5036,13262,Aychataqa,s
3128,11344,Qipichakuyña,v
8221,16462,tiyaq,s
6640,14881,hampin.,v
833,9027,chullunkuwan,s
10492,18733,manam,adv.
3248,11466,Mana,adv.
8536,16777,uyam,s
13428,21669,runamansi,s
5151,13381,watyatapas,s
5185,13417,waka,s
15342,23583,"wasanman,",s
13317,21558,"huk»,",adj.
116,8302,kachkan.,v
10413,18654,wiñarqunqa.,v
6325,14566,ch'ampata,s
9552,17793,"karqani,",v
9468,17709,misk'illaña.,adj.
472,8666,mikunchikchu.,v
14355,22596,riqsisqay,adj.
962,9156,hachi,adj.
12867,21108,mikhuyku;,v
12879,21120,28,adj.
12752,20993,runa,s
14525,22766,Kuchunakuna,s
7557,15798,phukuchuwan,s
8878,17119,Q'ipchan,v
10518,18759,llimp'ispaqa,v
8252,16493,wiñan.,v
742,8936,turuta,s
7483,15724,takiqku.,v
2357,10566,qillqanatam,s
2945,11161,Willka,s
9674,17915,q'aytukunata,s
7083,15324,hamk'allanchikmi.,v
9500,17741,tuta,s
11451,19692,qhuyakunaman,s
6530,14771,Wawaqa,s
4919,13143,yurata,s
12419,20660,kisuqa,s
14731,22972,urqukunapi,s
1297,9494,kachkan.,v
7992,16233,ichhunawanmi,s
699,8893,raymipi,s
11514,19755,Yaku,s
6762,15003,yachachiwan.,v
14188,22429,ñawillantin,adv.
7082,15323,hawastapas,s
6250,14491,ch'uya,adj.
13055,21296,uraykachina.,v
5829,14070,karun,v
7620,15861,kaqtaq,v
9282,17523,khiwirqapuway.,v
6831,15072,mana,adv.
9113,14191,tukuyllatam,pron.
11748,19989,"rikunchik,",v
7896,16137,ch'isim,s
12709,20950,warmita,s
11675,17618,kimsa,pron.
11583,19824,hamk'ata,s
177,8363,ninata,s
1849,10054,llimpisun.,v
3852,12074,tasnuchkan.,v
5810,14051,p'unchawqa,s
8296,16537,allinta,adv.
11850,20091,asnapatapas,s
11190,19431,chaypiqa,adv.
4345,12568,Wakrimuchkanmi;,v
5454,13690,mikhuyniyuqmi.,s
9655,17896,Yana,adj.
3958,12181,rurasqam.,v
7865,16106,kankupas!,v
5097,13324,aqha,s
2769,10984,pusay!,v
2163,10370,mitullañam,s
2229,10438,qurastin,v
13301,21542,runapa,s
3328,11546,harawikunata,s
6998,15239,churinmi,s
13318,21559,chaytaq,adv.
10125,18366,unuqa,s
5213,13445,ayqichin.,v
11078,19319,uywakunapa,s
12529,20770,kunan,adv.
14979,23220,chay,adj.
5236,13468,Watukuq,v
12772,21013,Wawakunaqa,s
10434,18675,"llulla,",adj.
2251,10460,napaykunanchik.,v
14880,23121,yaqa,adv.
2127,10334,mirachin.,v
14841,23082,hamk'anapaqpas,s
3291,11509,qutu,s
11857,20098,muyutawan,s
5051,13278,hak'akllukunam,s
10644,18885,Estanislao.,s
1645,9850,kanman.,v
8031,16272,ña,adv.
12142,20383,"t'ikamun,",v
15455,23696,ninku.,v
859,9053,chuspita,s
6418,14659,pisillata,adv.
11957,20198,¿Kay,det.
38,28152,ñuqataqa,pron.
3648,11868,kaypiqa,adj.
12910,21151,way,adj.
10604,18845,kawsaynintam,s
7722,15963,chayqa,conj.
9379,17620,panaykunapas,s
2640,10855,quykuwanki.,v
11122,19363,sutiyanku.,v
13034,21275,q'achutapas,s
5636,13877,tapurikusunchik.,v
10570,18811,chankakatawan,s
1637,9842,kurutaqa,s
6879,15120,chullpakuna,s
11541,19782,Puna,s
5836,14077,wayk'utaqa,s
3979,12202,anchata,adj.
14097,22338,llamata,s
2816,11032,harkarqun.,v
6531,14772,mancharikuspa,v
14032,22273,tulluwan,s
5032,13258,mana,adv.
7098,15339,qhunaspataq,v
3088,11304,waytaqa,s
2863,11079,tanta,s
5444,13680,Apichuqa,s
2342,10551,sumaqta,adj.
15283,23524,kaqtaq,adv.
10103,18344,chakunatapas,s
13701,21942,tukuy,adv.
7439,15680,mana,adv.
11250,19491,chiriyarqusqa;,v
14205,22446,mamanpa,s
4932,13156,Yututa,s
1708,9913,pichakuy!,v
15201,23442,watapi,s
11154,19395,ñawpaq,adj.
2031,10238,runaqa,v
6224,14465,Wawatataq,s
11476,19717,tarispa,v
7672,15913,suwata,s
7925,16166,wawapa,s
11812,20053,¿Pitaq,pron.interrog.
9589,17830,rimamunki.,v
14280,22521,llaqta,s
6832,15073,rutunachu.,v
5290,13522,amu,s
4426,12649,wayraqa,s
8912,17153,"karqan,",v
3342,11561,hallmamuy!,v
10141,18382,munay,adj.
5268,13500,amawtakunam,s
11551,19792,runaqa,s
8116,16357,pallqa,s
11565,19806,Ñawpaqqa,adv.
1350,9551,llasanchu.,adj.
1457,9662,qaliyanapaq.,v
7564,15805,quchata,s
2449,10661,hamunkichik.,v
7660,15901,uwiha,s
5991,14232,kanku.,v
566,8760,"takasun,",v
551,8745,chalasun.,v
5975,14216,wawaykita,s
8742,16983,mamataqa,s
6734,14975,wachapuwasqa.,v
12784,21025,Maranniyuq,s
8142,16383,ch'iqtasqamantapas,adj.
3170,11386,watay.,v
11507,19748,sarata,s
11905,20146,much'unpi,s
485,8679,wasimantaqa,s
424,8616,Atiy,v
2633,10848,punchaw,s
10602,18843,machaq,adj.
3760,11981,Machkapa,s
5350,13586,"¡Wawáy,",s
1125,9319,warayta!,s
14856,23097,rimanchik.,v
2322,10531,Ñuqñuqa,s
7168,15409,allqupas,s
12607,20848,pakasqa.,v
4497,12720,warminqa.,s
218,8406,chiwchichayta,s
2512,10727,parqumusun.,v
8197,16438,"thiqtinku,",v
6247,14488,mana,adv.
7056,15297,mana,adv.
1499,9704,kinraytam,adv.
3417,11636,runakunam,s
4174,12397,tukuruspaqa,v
5812,14053,ch'aqita,s
13015,21256,hawallapi,adv.
4052,12275,kachipantinta,s
3355,11574,Rikchapakuyllam,v
12701,20942,warmiqa,s
13987,22228,rikch'achiq,adj.
9462,17703,mayllaspa,v
12,24200,ñuqanchikpas,pron.
2242,10451,kachkan.,v
7625,15866,mankaman,s
9537,17778,muhuchakunata,s
13073,21314,patara,adj.
3074,11290,luqyanayuqkunañataqmi,s
7438,15679,uyaykitaqa,s
12345,20586,qhichiprayuq,s
5619,13860,tarikun,v
11069,19310,paqucha,s
15275,23516,qullqillapi,s
2496,10710,chayamuptinqa,v
15394,23635,allinchu,adv.
6895,15136,Rit'ipas,s
11582,19823,qañiwa,s
4862,13086,mama,s
4548,12771,ruranku.,v
11843,20084,wakapas,s
12783,21024,rispa,v
8616,16857,p'achayta,s
11366,19607,kinrayman,s
1033,9227,rimaq,v
6205,14446,chay,det.
5808,14049,ch'aqchurina.,v
5378,13614,Chay,det.
12818,21059,allpakunallapi,s
2023,10230,manam,adv.
127,8313,Uqa,s
13147,21388,ichaqa,adv.
10321,16295,Ñuqaqa,pron.
2687,10902,wischumuy!,v
13156,21397,punchutapas,s
5402,13638,chupitam,s
11269,19510,anchata,adv.
1728,9933,siki,s
11045,19286,llaqtakunapi,s
15108,23349,llikllakuntam,s
3000,11216,illarqa.,v
13575,21816,niq,v
10624,18865,"uyayuqpas,",s
2374,10583,Kay,adj.
4993,13219,sansapa,s
2370,10579,waqachkan.,v
12401,20642,p'unchawpaqqa,s
6645,14886,unquytaqa,s
15502,23743,wik'uñas,s
11516,19757,warmikunaqa,s
8177,16418,Api,s
1623,9828,Wak,adj.
8373,16614,Ñañu,s
11223,19464,Muqupi,s
2582,10797,mikuchkan.,v
5890,14131,lluqsimuyta,v
3003,11219,haywamuway!,v
816,9010,hapichikamun.,v
4070,12293,misi,s
12655,20896,unquypaqqa,adv.
12559,20800,Pachak,adj.
8234,16475,Sipaskunapas,s
5987,14228,K'anas,s
4267,12490,manam,adv.
5385,13621,Chay,det.
4621,12844,sinchi,adj.
14556,22797,qaqakunapi,s
10934,19175,wawan»,s
4667,12890,ruranku.,v
13909,22150,tiyaq,adj.
7875,16116,domingo,s
1469,9674,Kichpa,s
7502,15743,tukuspapas,v
13407,21648,p'unchaw,s
9511,17752,takimun.,v
13834,22075,q'aytuta,s
5251,13483,Watukuq,v
6795,15036,uywanchik.,v
3352,11571,rihuta,s
7532,15773,kallchayta,s
14772,23013,Qharipa,s
2619,10834,Yachachiqqa,s
789,8983,kachkasqaku.,v
1661,9866,Kuti,adj.
2777,10992,Mayupa,s
1284,9481,Makiypi,s
13429,21670,"aypachin,",v
7099,15340,qañiwa,s
2170,10377,muchaykusqayki.,v
3022,11238,Qichipraqa,s
15357,23598,(Calca),s
6540,14781,waqayta,v
11997,20238,nanaqta,adv.
9961,18202,tukukuyninpi,s
6514,14755,hampi,s
1767,9972,Wawapa,s
1935,10141,sumaqllañam,adj.
13602,21843,Piki,s
14835,23076,ruru,s
4892,13116,Kimsa,num
2188,10395,Sinqan,s
8897,13792,chayqa,pron.
15140,23381,¿mach'aqway,s
11844,20085,wiray,adj.
10596,18837,Sinchi,adv.
13805,22046,ninchik.,v
828,9022,puriptiykiqa,v
12374,20615,chayamuptin,v
15203,23444,Pizarro,s
11546,19787,kawsayku.,v
14776,23017,warmipa,s
5047,13273,hak'akllukunam,s
15254,18554,ima,pron.
14771,23012,pakana.,v
6788,15029,chiwakuraqmi,s
1700,9905,Lastarqamuptinqa,v
12637,20878,Punu,s
1353,9554,chayamurqa.,v
3330,11548,Qillqana,s
5244,13476,"hap'irqunman,",s
5976,14217,"ch'inyachimuy,",v
6455,14696,18,det. numeral
14013,22254,Pukyuqa,s
8219,16460,pichasqa,adj.
10189,18430,llaqwakuspa,v
9275,17516,rikch'akuq,s
3473,11693,Mulli,s
4928,13152,titiqa,s
3139,11355,Kuchurqusuptiykitaq,v
2884,11100,chupaqa,s
10810,19051,puriykachayta,v
6662,14903,chayraykutaq,conj.
6985,15226,chuqupi,s
13904,22145,tawa,adj.
9836,18077,wayra,s
11466,19707,rumiman,s
2733,10948,punkun,s
10482,18723,Umamanta,s
4491,12714,wiñan.,v
15183,23424,kanku.,v
2744,10959,chakichkanña.,v
2845,11061,qispin.,v
14085,22326,sunqullanta,adj.
15263,23504,ruruchiqkunapas,adj.
15291,23532,kasunman.,v
1359,9562,kamachiq,s
11737,19978,allin.,adj.
8172,16413,wayk'uspa,v
1579,9784,Chay,adj.
8694,16935,kachasqa.,v
10431,18672,allinchu.,adj.
895,9089,papaqa,s
3063,11279,mayuta,s
7653,15894,Wawayki,s
12398,20639,k'uyturayan.,v
8464,16705,purinapaqqa,v
3383,11602,Wanta,s
9670,17911,kururqunqam.,v
4482,12705,sirankum.,v
7899,16140,huñunakunqa.,v
9759,18000,kutipakuyqa,s
12027,20268,k'aspiqa,s
8969,17210,rurakuyku.,v
7226,15467,tullunchikkunataqa,s
10954,19195,qayllallapi,adv.
8827,17068,watyanapaq,s
2044,10251,karqa.,v
3884,12106,punchawninpi,s
14486,22727,q'awataqa,s
5139,13369,papayta,s
11664,19905,ñawichayuq.,s
557,8751,miskillañam.,adj.
8466,16707,harwirispa,v
5486,13722,upyana,v
5255,13487,amachay.,v
4712,12935,qucha,s
14324,22565,suqta,adj.
8975,17216,añastaqa,s
11468,19709,hamp'atuhina,s
14894,23135,p'unchawmantaq,s
10548,18789,Huch'uy,adj.
8365,16606,Papil,s
2918,11134,pusamunki.,v
850,9044,Patachiman,s
14644,22885,q'ipin.,s
13150,21391,punchutapas,s
14299,22540,tallirquspa,adv.
12479,20720,wataqa,s
2042,10249,kaspa,v
6080,14321,allin,adj.
9885,18126,tutakunapiqa,s
11194,19435,kawsanchu.,v
11347,19588,millwayuq,s
13286,21527,trigo,s
11302,19543,millp'uykuytapas,v
12281,20522,iskay,det.
6996,15237,tayta,s
977,9171,Hakachu,adj.
8880,17121,q'uncha,s
12248,20489,ñukñuchallaña.,adj.
14,24984,ñutqhunchikwan,pron.
15440,23681,utqaylla,adv.
7751,15992,runakuna,s
5189,13421,llimp'iyuq,s
2453,10665,Saracha,s
1167,9363,huqarikunku.,v
9455,17696,chaymantataq,conj.
11104,19345,llaqtakunapi,s
12556,20797,rumi,s
10576,18817,p'akisqata,adj.
11987,20228,sullk'a,adj.
2414,10625,panchirqukusqa.,adj.
12331,20572,Ayataqa,s
11155,19396,tarpuy,s
15313,23554,uhutaqa,s
7365,15606,uwiha,s
10002,18243,aruwata,s
9732,14959,payllamanta,pron.
286,8476,yanusun.,v
7592,15833,masikunamanpas.,s
642,8836,yunka,s
3589,11809,warmikunaqa,s
11360,19601,q'aytuqa,s
1602,9807,Kunanmi,adv.
5807,14048,unuwanraqmi,s
15454,23695,q'ipiq»,s
522,8716,chakatay.,v
1518,9723,Kiriy,s
918,9112,aswanmi,adv.
1838,10043,hampina.,v
1663,9868,warmachatam,s
418,8610,atiyninqa,v
324,8514,tukurqun.,v
11370,19611,pañaman.,s
13369,21610,kaspa,v
15276,23517,imatapas,adj.
6038,14279,¿kunanqa,adv.
5321,13553,ancha,adj.
413,8605,Runaqa,s
2790,11006,aynikuykuway.,v
10248,18489,uma,s
9225,17466,Hacienda,s
11316,19557,chiri,adj.
8319,16560,wallpaqa,s
7216,15457,kanqa.,v
873,9067,uywakuna,s
14079,22320,takaspalla,adj.
150,8336,wiñanmanchu.,v
2721,10936,Punchiykita,s
9082,17323,kunanqa,s
4996,13222,"tuta,",v
15396,23637,Qhilli,adj.
12773,21014,isqunman,adj.
4349,12572,Yuraqwan,adj.
1993,10200,sumaqta,adj.
12524,20765,ñawpaqmanta,adv.
1379,9583,Chitapa,s
9164,17405,parananpaqmi,v
450,8643,wasipa,s
9964,18205,Liwrutaqa,s
7857,16098,Quyllurkunaqa,s
7198,15439,wañusqakunata,s
13645,21886,t'ika,s
14948,23189,puñuyqa,s
9612,17853,"llamk'an,",v
7115,15356,ch'irita,adv.
6266,9558,Pay,pron.
1229,9426,irasun.,v
10807,19048,anchata,adv.
7869,16110,p'unchawtas,s
13665,21906,rumikunata,s
1778,9983,Paramanta,s
7164,15405,nunanchiktapas,s
996,9190,yakunwanmi,s
1519,9724,nanawachkan.,v
9603,17844,tullunpas,s
1152,9347,Mincham,adv.
792,8986,chiyallaña,adj.
8347,16588,chayruqa,s
11697,19938,awan.,v
31,27349,qamkunataq,pron.
11281,19522,millayta,adv.
2155,10362,Paray,v
9497,17738,kukuchita,s
98,8284,tuquchkanki.,v
9609,17850,Kuraq,adj.
8298,16539,Intiqa,s
11939,20180,Tapusqa,v
11898,20139,Hanuk'asqa,adj.
13620,21861,Pilli,s
11889,20130,¿Imas,pron.interrog.
11278,19519,millakun.,v
15250,23491,pisi,adj.
3146,11362,suyunchik,s
186,8372,asuykunachu.,v
11912,20153,mankachapi,s
5435,13671,kunanqa,adv.
14743,22984,wiñan.,v
11655,19896,Chay,det.
985,9179,Allin,adj.
3495,11715,simintaqa!,s
2083,10290,wakanchikunata,s
13788,22029,unuqa,s
14074,22315,Pumaqa,s
9699,17940,sutiyuq,s
4651,12874,winarapim,s
6776,15017,Chiri,adj.
1059,9253,¡Huk,det.
11621,19862,Chayraq,adv.
1755,9960,Iluqsiyta,v
4724,12947,pukay,adj.
3736,11957,sutuchkan.,v
6440,14681,huk,det.
6476,14717,llamanwan,s
11653,19894,anchata,adv.
7076,15317,tulluyachintaq.,v
1440,9645,Kawsuchawan,s
5514,13751,urin.,v
737,8931,chiptiwaychu!,v
5039,13265,kankanapaq,adj.
13812,22053,chakiyuq,s
11877,20118,muyunayan.,v
3280,11498,runam.,s
3987,12210,yakuta,s
983,9177,amam,adv.
4969,13195,llimp'i,s
4976,13202,achanqaray,s
5429,13665,hap'ikuqmi.,v
6994,15235,churan.,v
10780,19021,"mañaykuway,",v
13970,22211,allpakunaman,s
7395,15636,"allin,",adj.
8394,16635,chulluchinapaq,v
3662,11882,rupaychakuchkan.,v
12720,20961,kaspapas,v
4026,12249,rikurimun.,v
14662,22903,Kulchunpas,s
11368,19609,"lluq'iman,",s
8908,17149,mana,adv.
5674,13915,ancha,adv.
11909,20150,yawarnintataq,s
9861,18102,quchapiqa,s
1917,10123,Wasiymantaqa,s
12669,20910,chakraqa,s
11788,20029,Qusqu,s
14687,22928,q'umir,adj.
11168,19409,tarpuy,s
7095,15336,qañiwata,s
991,9185,papata,s
6849,15090,yaykuq,v
3737,11958,Suwam,adj.
8668,16909,ari,adv.
8592,16833,Uqa,s
7732,15973,huch'uylla.,adj.
13505,21746,wapsiqa,s
4153,12376,allinta,adj.
11119,19360,«mawk'a,adj.
594,8788,llumpay,adj.
11613,19854,mukukunqa,s
3844,12066,Tarukapa,s
1242,9439,lsankapi,s
5892,14133,hatarikunkuña.,v
5467,13703,Aqchi,s
7627,15868,chaymantataq,conj.
7236,15477,mana,adv.
94,8280,akata,s
9154,17395,ayllukunapiqa,s
5550,13789,¡Yaw,interj.
6781,15022,¡Chita,s
4945,13170,mamaytaq,s
8620,16861,ruphaypi,s
5533,13772,qhachqa,adj.
3663,11883,Sullapiqa,s
756,8950,wiqillaykita,s
13436,21677,phukunawan,s
11205,19446,yuraqnintaraqmi,s
5489,13725,"machanapaqchu,",v
271,8461,Apasankay,s
10696,18937,q'aymapas,adj.
8979,17220,chutarparisqa;,v
12601,20842,pakasqa.,v
7172,15413,runaqa,s
6840,15081,Antimanta,s
14513,22754,mana,adv.
1957,10163,Machinakunata,s
8452,16693,t'akaykuna.,v
8032,16273,llamk'ayta,v
11489,19730,yanapakuqkunapas,s
6713,14954,chanin,s
7029,15270,ch'aquta,s
10769,19010,mamakuri,s
4780,13004,allintam,adj.
1016,9210,yachay,s
4393,12616,tarpusun.,v
13795,22036,Phuruyuq,adj.
1433,9637,llakisqahinam,s
12149,20390,ñawpaqta,adv.
1395,9599,unquywanmi,s
7310,15551,Harwisqa,adj.
11080,19321,tuta,s
12508,20749,kutispa,v
13601,21842,mana,adv.
4224,12447,uchkuspa,v
844,9038,chulluy.,v
9088,17329,turuyqa,s
10979,19220,Kinuwa,s
14698,22939,Huk,adj.
12886,21127,uray,adj.
9472,17713,hamk'anku,v
10300,18541,"anqas,",s
4768,12992,yachachin,v
11341,19582,q'ara,adj.
3545,11765,manam,adv.
13445,21686,"puñukapullasunña,",adv.
15451,23692,Qhupu,adj.
4562,12785,churakarqamusqa.,v
11200,19441,"munaspachu,",v
8823,17064,huk,det.
3913,12135,wasiyman,s
5647,8255,Payqa,pron.
15239,23480,llamantintaqsi,s
6367,14608,"chakrayuq,",s
3942,12165,Warmiypa,s
13351,21592,"pukllanachu,",v
1827,10032,qillqa,s
8681,16922,kusichispa,v
9349,14443,ima,pron.
7775,16016,"iskay,",s
2478,10690,manam,adv.
9729,17970,kutakuq,s
8035,16276,q'aytuwanqa,s
13557,21798,unquypas,s
1994,10201,chayan.,v
2750,10965,Uywakuna,s
7580,15821,quchata,s
7750,15991,Kuraq,adj.
3954,12177,tumpaykun.,v
14953,23194,puñuyqa,s
14002,22243,"pukúy,",s
11739,19980,muru,adj.
9041,17282,manam,adv.
9935,18176,runakunaqa,s
4287,12510,takisqanta,s
4703,12926,wira,s
8538,16779,chayraykum,conj.
10960,19201,chaypim,adv.
14213,22454,p'unchawmantaqa,s
10021,18262,chaymi,conj.
